Bachelor / Master;Campus;Dual;Fachbereich;Semester;Semester YoY T/F;Stand;Stand Semester Auswahl;Stand Semester Auswahl YoY (Kopie);Studiengang;Studiengang (Gruppe);Studienort;Winter / Sommer;Ausländische Studierende;Gesamtstudierende;Gesamtstudierende Semester Auswahl;Gesamtstudierende Semester Auswahl YoY;Studienanfängerinnen und Studienanfänger (1. FS);Studienanfängerinnen und Studienanfänger (1. HS);Studierende in der Regelstudienzeit;Weibliche Studierende
Bachelor;Hauptcampus; ;Technik;Wintersemester 2020/2021;Falsch;30.11.2020;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Wintersemester;8;25;;;0;0;11;11
Bachelor;Hauptcampus; ;Technik;Sommersemester 2021;Falsch;02.06.2021;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Sommersemester;6;17;;;0;0;7;8
Bachelor;Hauptcampus; ;Technik;Sommersemester 2022;Falsch;31.05.2022;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Sommersemester;4;10;;;0;0;5;4
Bachelor;Hauptcampus; ;Technik;Wintersemester 2022/2023;Falsch;30.11.2022;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Wintersemester;3;8;;;0;0;2;3
Bachelor;Hauptcampus; ;Technik;Sommersemester 2023;Falsch;31.05.2023;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Sommersemester;3;8;;;0;0;0;3
Bachelor;Hauptcampus; ;Technik;Wintersemester 2023/2024;Wahr;30.11.2023;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Wintersemester;3;8;;8;0;0;0;3
Bachelor;Hauptcampus; ;Technik;Sommersemester 2024;Falsch;31.05.2024;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Sommersemester;3;7;;;0;0;0;3
Bachelor;Hauptcampus; ;Technik;Wintersemester 2021/2022;Falsch;30.11.2021;;;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Wintersemester;5;13;;;0;0;6;5
Bachelor;Hauptcampus; ;Technik;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Wirtschaftsingenieurwesen Elektrotechnik;Wirtschaftsingenieurwesen Elektrotechnik;Trier;Wintersemester;4;9;9;;3;2;3;3
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2023/2024;Wahr;30.11.2023;;;Wirtschaftspsychologie;Wirtschaftspsychologie;Trier;Wintersemester;2;37;;37;37;31;37;26
Bachelor;Hauptcampus; ;Wirtschaft;Sommersemester 2024;Falsch;31.05.2024;;;Wirtschaftspsychologie;Wirtschaftspsychologie;Trier;Sommersemester;0;35;;;0;0;35;26
Bachelor;Hauptcampus; ;Wirtschaft;Wintersemester 2024/2025;Falsch;02.12.2024;02.12.2024;02.12.2023 00:00:00;Wirtschaftspsychologie;Wirtschaftspsychologie;Trier;Wintersemester;0;71;71;;40;31;71;55
